call_id,priority,date,call_start,xcall_exit,call_total_sec,q_start,q_exit,q_time_sec,server
34344,0,08 November 2019,11:54:27,11:54:36,9,11:54:36,11:56:16,100,YIFAT
34345,1,08 November 2019,12:11:29,12:11:35,6,12:11:35,12:12:10,35,SHARON
34346,1,08 November 2019,12:21:26,12:21:32,6,12:21:32,12:22:20,48,KAZAV
34347,0,08 November 2019,12:35:50,12:36:05,15,00:00:00,00:00:00,0,ANAT
34348,0,08 November 2019,12:46:39,12:46:48,9,00:00:00,00:00:00,0,IDIT
34349,0,08 November 2019,13:03:49,13:04:01,12,00:00:00,00:00:00,0,ANAT
34350,2,08 November 2019,13:16:21,13:16:27,6,13:16:27,13:16:59,32,SHARON
34351,0,08 November 2019,13:25:34,13:25:43,9,00:00:00,00:00:00,0,ANAT
34352,0,08 November 2019,13:38:11,13:38:20,9,00:00:00,00:00:00,0,MORIAH
34353,1,08 November 2019,13:49:58,13:50:04,6,13:50:04,13:50:47,43,MORIAH
34354,2,08 November 2019,13:59:19,13:59:25,6,13:59:25,13:59:30,5,MORIAH
34355,0,08 November 2019,14:09:28,14:09:41,13,00:00:00,00:00:00,0,IDIT
34356,2,08 November 2019,14:17:17,14:17:23,6,14:17:23,14:17:48,25,MORIAH
34357,2,08 November 2019,14:27:31,14:27:37,6,14:27:37,14:28:20,43,KAZAV
34358,0,08 November 2019,14:36:36,14:36:45,9,14:36:45,14:39:48,183,MORIAH
34359,2,08 November 2019,14:46:44,14:46:49,5,14:46:49,14:50:20,211,KAZAV
34360,2,08 November 2019,14:57:48,14:57:54,6,14:57:54,15:03:21,327,MICHAL
34362,0,08 November 2019,15:10:45,15:10:45,0,00:00:00,00:00:00,0,NO_SERVER
34363,0,08 November 2019,15:16:18,15:16:27,9,15:16:27,15:17:46,79,NO_SERVER
34364,1,08 November 2019,15:25:27,15:25:33,6,15:25:33,15:30:29,296,MORIAH
34365,2,08 November 2019,15:35:52,15:35:57,5,15:35:57,15:40:04,247,MORIAH
34366,2,08 November 2019,15:49:28,15:49:34,6,15:49:34,15:52:03,149,YITZ
34367,1,08 November 2019,16:02:03,16:02:09,6,16:02:09,16:02:16,7,NO_SERVER
34368,2,08 November 2019,16:12:24,16:12:30,6,16:12:30,16:12:58,28,TOVA
34369,0,08 November 2019,16:26:56,16:27:06,10,16:27:06,16:28:52,106,YITZ
34370,2,08 November 2019,16:39:39,16:39:45,6,16:39:45,16:40:02,17,TOVA
34371,2,08 November 2019,17:00:20,17:00:25,5,17:00:25,17:00:53,28,YITZ
34372,0,08 November 2019,17:19:44,17:19:54,10,17:19:54,17:22:15,141,NO_SERVER
34373,0,08 November 2019,17:38:50,17:39:05,15,00:00:00,00:00:00,0,TOVA
34374,0,08 November 2019,17:49:16,17:49:27,11,00:00:00,00:00:00,0,GILI
34375,0,08 November 2019,18:05:05,18:05:17,12,00:00:00,00:00:00,0,MICHAL
34376,0,08 November 2019,18:23:55,18:24:06,11,00:00:00,00:00:00,0,MICHAL
34377,0,08 November 2019,18:44:43,18:45:12,29,00:00:00,00:00:00,0,TOVA
34378,0,08 November 2019,19:07:42,19:07:47,5,19:07:47,19:08:25,38,TOVA
34379,0,08 November 2019,19:24:53,19:25:04,11,00:00:00,00:00:00,0,TOVA
34380,1,08 November 2019,19:37:41,19:37:47,6,19:37:47,19:38:43,56,VICKY
34381,0,08 November 2019,19:59:37,19:59:45,8,00:00:00,00:00:00,0,MICHAL
34382,0,08 November 2019,20:22:00,20:22:11,11,00:00:00,00:00:00,0,GILI
34383,0,08 November 2019,20:50:13,20:50:27,14,00:00:00,00:00:00,0,BENSION
34384,2,08 November 2019,21:10:07,21:10:12,5,21:10:12,21:11:11,59,TOVA
34385,0,08 November 2019,21:41:44,21:41:55,11,00:00:00,00:00:00,0,GILI
34386,0,08 November 2019,22:13:52,22:14:03,11,00:00:00,00:00:00,0,VICKY
34387,0,08 November 2019,22:43:38,22:43:51,13,00:00:00,00:00:00,0,YITZ
34388,1,08 November 2019,23:06:49,23:06:55,6,23:06:55,23:06:59,4,NO_SERVER
34389,2,08 November 2019,23:23:00,23:23:06,6,23:23:06,23:25:21,135,GELBER
34390,0,08 November 2019,23:46:47,23:46:59,12,00:00:00,00:00:00,0,YITZ
34391,2,09 November 2019,07:11:43,07:11:48,5,07:11:48,07:12:37,49,NO_SERVER
34392,0,09 November 2019,07:39:57,07:40:07,10,00:00:00,00:00:00,0,MORIAH
34393,0,09 November 2019,08:06:31,08:06:59,28,00:00:00,00:00:00,0,VICKY
34394,1,09 November 2019,08:21:32,08:21:38,6,08:21:38,08:22:17,39,TOVA
34395,2,09 November 2019,08:37:17,08:37:22,5,08:37:22,08:37:34,12,MICHAL
34396,0,09 November 2019,08:47:11,08:47:21,10,00:00:00,00:00:00,0,TOVA
34397,2,09 November 2019,08:55:46,08:55:51,5,08:55:51,08:56:40,49,TOVA
34398,0,09 November 2019,09:08:16,09:08:24,8,00:00:00,00:00:00,0,TOVA
34399,2,09 November 2019,09:20:54,09:20:59,5,09:20:59,09:21:41,42,VICKY
34400,2,09 November 2019,09:34:32,09:34:38,6,09:34:38,09:36:19,101,VICKY
34401,2,09 November 2019,09:43:19,09:43:24,5,09:43:24,09:52:18,534,MICHAL
34402,0,09 November 2019,09:55:37,09:55:47,10,09:55:47,09:58:02,135,NO_SERVER
34403,2,09 November 2019,10:01:52,10:01:57,5,10:01:57,10:03:11,74,VICKY
34404,1,09 November 2019,10:10:49,10:10:54,5,10:10:54,10:14:19,205,MICHAL
34405,2,09 November 2019,10:19:46,10:19:53,7,10:19:53,10:22:55,182,TOVA
34406,2,09 November 2019,10:28:55,10:29:01,6,10:29:01,10:29:14,13,NO_SERVER
34407,2,09 November 2019,10:31:33,10:31:39,6,10:31:39,10:32:04,25,NO_SERVER
34408,1,09 November 2019,10:37:52,10:37:58,6,10:37:58,10:41:43,225,MICHAL
34409,1,09 November 2019,10:45:53,10:45:58,5,10:45:58,10:49:20,202,MORIAH
34410,0,09 November 2019,10:56:55,10:57:04,9,10:57:04,10:58:00,56,NO_SERVER
34411,2,09 November 2019,11:03:00,11:03:05,5,11:03:05,11:03:14,9,YIFAT
34412,2,09 November 2019,11:11:14,11:11:19,5,11:11:19,11:11:31,12,MICHAL
34413,1,09 November 2019,11:21:01,11:21:06,5,11:21:06,11:23:27,141,YIFAT
34414,0,09 November 2019,11:32:39,11:32:49,10,11:32:49,11:33:19,30,MICHAL
34415,1,09 November 2019,11:45:52,11:45:58,6,11:45:58,11:46:09,11,KAZAV
34416,2,09 November 2019,11:56:19,11:56:25,6,11:56:25,11:56:54,29,KAZAV
34417,2,09 November 2019,12:07:51,12:07:57,6,12:07:57,12:08:33,36,YIFAT
34418,1,09 November 2019,12:19:08,12:19:13,5,12:19:13,12:21:06,113,YIFAT
34419,0,09 November 2019,12:35:21,12:37:03,102,00:00:00,00:00:00,0,NO_SERVER
34420,2,09 November 2019,12:44:28,12:44:34,6,12:44:34,12:45:05,31,ELI
34421,2,09 November 2019,12:59:37,12:59:43,6,12:59:43,13:01:15,92,ELI
34422,2,09 November 2019,13:11:58,13:12:04,6,13:12:04,13:15:41,217,TOVA
34423,2,09 November 2019,13:21:31,13:21:36,5,13:21:36,13:23:33,117,NO_SERVER
34424,1,09 November 2019,13:38:44,13:38:49,5,13:38:49,13:39:59,70,NO_SERVER
34425,2,09 November 2019,13:48:47,13:48:52,5,13:48:52,13:49:11,19,KAZAV
34426,1,09 November 2019,13:57:57,13:58:02,5,13:58:02,14:00:48,166,KAZAV
34427,0,09 November 2019,14:11:25,14:11:39,14,00:00:00,00:00:00,0,MICHAL
34428,0,09 November 2019,14:29:10,14:29:18,8,00:00:00,00:00:00,0,BASCH
34429,1,09 November 2019,14:36:07,14:36:28,21,14:36:28,14:36:47,19,ANAT
34430,2,09 November 2019,14:51:28,14:51:34,6,14:51:34,14:52:05,31,ANAT
34431,2,09 November 2019,14:59:19,14:59:25,6,14:59:25,14:59:52,27,TALI
34432,2,09 November 2019,15:11:13,15:11:19,6,15:11:19,15:12:04,45,YIFAT
34433,2,09 November 2019,15:24:08,15:24:13,5,15:24:13,15:26:33,140,TALI
34434,0,09 November 2019,15:40:26,15:40:35,9,00:00:00,00:00:00,0,BASCH
34435,0,09 November 2019,15:52:51,15:53:02,11,00:00:00,00:00:00,0,ZOHARI
34436,0,09 November 2019,16:03:39,16:03:48,9,16:03:48,16:06:34,166,AVNI
34437,0,09 November 2019,16:15:18,16:15:28,10,16:15:28,16:15:46,18,NO_SERVER
34438,0,09 November 2019,16:28:07,16:28:21,14,00:00:00,00:00:00,0,BASCH
34439,0,09 November 2019,16:39:51,16:40:01,10,16:40:01,16:40:59,58,NO_SERVER
34440,0,09 November 2019,16:50:11,16:50:21,10,00:00:00,00:00:00,0,NAAMA
34441,0,09 November 2019,16:58:35,16:58:48,13,00:00:00,00:00:00,0,ANAT
34442,0,09 November 2019,17:07:26,17:07:35,9,17:07:35,17:07:55,20,GELBER
34443,1,09 November 2019,17:16:00,17:16:05,5,17:16:05,17:16:59,54,AVNI
34444,2,09 November 2019,17:26:45,17:26:50,5,17:26:50,17:27:40,50,YIFAT
34445,0,09 November 2019,17:38:32,17:38:42,10,00:00:00,00:00:00,0,ANAT
34446,0,09 November 2019,17:47:14,17:47:24,10,00:00:00,00:00:00,0,ZOHARI
34447,0,09 November 2019,18:06:08,18:06:26,18,00:00:00,00:00:00,0,BENSION
34448,0,09 November 2019,18:23:05,18:23:14,9,00:00:00,00:00:00,0,YITZ
34449,0,09 November 2019,18:39:10,18:39:19,9,00:00:00,00:00:00,0,AVNI
34450,0,09 November 2019,18:53:33,18:53:45,12,00:00:00,00:00:00,0,YITZ
34451,0,09 November 2019,19:19:09,19:19:22,13,00:00:00,00:00:00,0,ANAT
34452,0,09 November 2019,19:42:22,19:42:30,8,00:00:00,00:00:00,0,BASCH
34453,0,09 November 2019,20:14:28,20:14:37,9,00:00:00,00:00:00,0,TALI
34454,0,09 November 2019,20:35:48,20:36:04,16,00:00:00,00:00:00,0,BENSION
34455,0,09 November 2019,21:01:22,21:01:33,11,00:00:00,00:00:00,0,ANAT
34456,0,09 November 2019,21:33:50,21:34:05,15,00:00:00,00:00:00,0,BENSION
34457,2,09 November 2019,22:04:46,22:04:51,5,22:04:51,22:06:06,75,NO_SERVER
34458,0,09 November 2019,22:44:43,22:44:52,9,00:00:00,00:00:00,0,NO_SERVER
34459,0,09 November 2019,23:09:36,23:09:45,9,00:00:00,00:00:00,0,YITZ
34460,0,09 November 2019,23:39:31,23:39:43,12,00:00:00,00:00:00,0,ZOHARI
34462,0,10 November 2019,06:50:13,06:50:13,0,00:00:00,00:00:00,0,NO_SERVER
34463,0,10 November 2019,07:53:45,07:53:58,13,00:00:00,00:00:00,0,SHARON
34464,0,10 November 2019,08:17:21,08:17:29,8,00:00:00,00:00:00,0,NO_SERVER
34465,0,10 November 2019,08:40:11,08:40:22,11,00:00:00,00:00:00,0,MICHAL
34466,0,10 November 2019,08:56:54,08:57:08,14,00:00:00,00:00:00,0,SHARON
34467,0,10 November 2019,09:22:50,09:22:59,9,00:00:00,00:00:00,0,TALI
34468,0,10 November 2019,09:38:33,09:38:44,11,00:00:00,00:00:00,0,SHARON
34469,0,10 November 2019,09:54:54,09:55:05,11,00:00:00,00:00:00,0,BASCH
34470,1,10 November 2019,10:17:40,10:17:46,6,10:17:46,10:17:51,5,MORIAH
34471,0,10 November 2019,10:35:00,10:35:10,10,00:00:00,00:00:00,0,MORIAH
34472,0,10 November 2019,10:53:31,10:53:40,9,00:00:00,00:00:00,0,AVIDAN
34473,0,10 November 2019,11:09:44,11:10:01,17,00:00:00,00:00:00,0,BASCH
34474,1,10 November 2019,11:28:29,11:28:35,6,11:28:35,11:28:52,17,NO_SERVER
34475,2,10 November 2019,11:44:24,11:44:29,5,11:44:29,11:44:59,30,TALI
34476,1,10 November 2019,12:02:33,12:02:39,6,12:02:39,12:03:35,56,BASCH
34477,0,10 November 2019,12:24:30,12:24:41,11,00:00:00,00:00:00,0,AVIDAN
34478,0,10 November 2019,12:47:19,12:47:28,9,00:00:00,00:00:00,0,MICHAL
34479,0,10 November 2019,13:09:58,13:10:10,12,00:00:00,00:00:00,0,SHARON
34480,0,10 November 2019,13:54:05,13:54:14,9,00:00:00,00:00:00,0,BASCH
34482,0,10 November 2019,14:44:20,14:44:20,0,00:00:00,00:00:00,0,NO_SERVER
34483,2,11 November 2019,19:20:27,19:20:32,5,19:20:32,19:20:58,26,ZOHARI
34484,2,11 November 2019,19:42:03,19:42:08,5,19:42:08,19:45:17,189,ELI
34485,0,11 November 2019,19:58:55,19:59:05,10,19:59:05,20:00:11,66,MORIAH
34486,0,11 November 2019,20:34:46,20:34:56,10,00:00:00,00:00:00,0,SHARON
34487,0,11 November 2019,20:55:00,20:55:13,13,00:00:00,00:00:00,0,SHARON
34488,0,11 November 2019,21:29:35,21:29:48,13,00:00:00,00:00:00,0,ZOHARI
34489,1,11 November 2019,21:55:51,21:55:56,5,21:55:56,21:56:57,61,ELI
34490,0,11 November 2019,22:35:50,22:36:06,16,00:00:00,00:00:00,0,MORIAH
34491,0,11 November 2019,23:16:20,23:16:36,16,00:00:00,00:00:00,0,NO_SERVER
34492,0,12 November 2019,01:14:52,01:15:30,38,00:00:00,00:00:00,0,NO_SERVER
34493,0,12 November 2019,07:37:13,07:37:24,11,00:00:00,00:00:00,0,TOVA
34494,0,12 November 2019,08:19:31,08:19:47,16,00:00:00,00:00:00,0,SHARON
34495,0,12 November 2019,08:38:08,08:38:20,12,00:00:00,00:00:00,0,KAZAV
34496,2,12 November 2019,08:48:00,08:48:05,5,08:48:05,08:48:54,49,MIKI
34497,0,12 November 2019,09:03:49,09:03:58,9,00:00:00,00:00:00,0,KAZAV
34498,0,12 November 2019,09:14:38,09:14:51,13,00:00:00,00:00:00,0,SHARON
34499,0,12 November 2019,09:26:24,09:26:42,18,00:00:00,00:00:00,0,AVNI
34500,0,12 November 2019,09:37:14,09:37:20,6,00:00:00,00:00:00,0,NO_SERVER
34501,0,12 November 2019,09:54:00,09:54:09,9,00:00:00,00:00:00,0,AVNI
34502,2,12 November 2019,10:07:41,10:07:48,7,10:07:48,10:08:06,18,GILI
34503,0,12 November 2019,10:16:12,10:16:20,8,00:00:00,00:00:00,0,GILI
34504,0,12 November 2019,10:25:48,10:25:59,11,00:00:00,00:00:00,0,GILI
34505,0,12 November 2019,10:35:25,10:35:34,9,00:00:00,00:00:00,0,GILI
34506,0,12 November 2019,10:45:12,10:45:21,9,00:00:00,00:00:00,0,AVNI
34507,2,12 November 2019,10:57:04,10:57:09,5,10:57:09,10:57:29,20,GILI
34508,2,12 November 2019,11:10:31,11:10:36,5,11:10:36,11:11:21,45,TOVA
34509,0,12 November 2019,11:25:54,11:26:05,11,00:00:00,00:00:00,0,TOVA
34510,0,12 November 2019,11:35:51,11:36:00,9,00:00:00,00:00:00,0,GILI
34511,2,12 November 2019,11:45:40,11:45:45,5,11:45:45,11:46:09,24,TOVA
34512,2,12 November 2019,12:04:29,12:04:34,5,12:04:34,12:05:43,69,SHARON
34513,1,12 November 2019,12:18:10,12:18:15,5,12:18:15,12:18:43,28,KAZAV
34514,0,12 November 2019,12:29:59,12:30:09,10,00:00:00,00:00:00,0,AVIDAN
34515,0,12 November 2019,12:49:06,12:49:16,10,00:00:00,00:00:00,0,GILI
34516,0,12 November 2019,13:04:34,13:04:43,9,13:04:43,13:05:29,46,AVNI
34517,1,12 November 2019,13:20:11,13:20:16,5,13:20:16,13:20:36,20,KAZAV
34518,2,12 November 2019,13:30:12,13:30:18,6,13:30:18,13:30:44,26,YIFAT
34519,0,12 November 2019,13:38:57,13:39:12,15,00:00:00,00:00:00,0,ELI
34520,0,12 November 2019,13:53:14,13:53:24,10,00:00:00,00:00:00,0,TOVA
34521,1,12 November 2019,14:03:05,14:03:11,6,14:03:11,14:03:56,45,AVNI
34522,2,12 November 2019,14:14:20,14:14:25,5,14:14:25,14:15:42,77,TOVA
34523,0,12 November 2019,14:31:46,14:32:02,16,00:00:00,00:00:00,0,ANAT
34524,0,12 November 2019,14:46:50,14:47:47,57,00:00:00,00:00:00,0,KAZAV
34525,2,12 November 2019,14:56:58,14:57:04,6,14:57:04,14:57:52,48,AVIDAN
34526,2,12 November 2019,15:09:21,15:09:27,6,15:09:27,15:11:47,140,IDIT
34527,2,12 November 2019,15:23:22,15:23:27,5,15:23:27,15:24:36,69,AVIDAN
34528,0,12 November 2019,15:41:07,15:41:16,9,15:41:16,15:42:54,98,IDIT
34529,0,12 November 2019,15:52:51,15:53:00,9,00:00:00,00:00:00,0,KAZAV
34530,0,12 November 2019,16:04:09,16:04:18,9,16:04:18,16:05:28,70,NO_SERVER
34531,0,12 November 2019,16:14:45,16:14:55,10,16:14:55,16:16:13,78,YIFAT
34532,2,12 November 2019,16:23:46,16:23:52,6,16:23:52,16:25:42,110,TALI
34533,0,12 November 2019,16:36:24,16:36:42,18,00:00:00,00:00:00,0,ANAT
34534,0,12 November 2019,16:49:47,16:49:56,9,16:49:56,16:51:47,111,YIFAT
34535,1,12 November 2019,17:01:35,17:01:41,6,17:01:41,17:02:04,23,NO_SERVER
34536,0,12 November 2019,17:13:27,17:13:36,9,17:13:36,17:13:46,10,YIFAT
34537,0,12 November 2019,17:28:26,17:28:35,9,17:28:35,17:29:39,64,TALI
34538,0,12 November 2019,17:42:26,17:42:32,6,17:42:32,17:43:52,80,MORIAH
34539,0,12 November 2019,17:52:31,17:52:40,9,17:52:40,17:52:42,2,NO_SERVER
34540,0,12 November 2019,18:12:56,18:13:11,15,00:00:00,00:00:00,0,BENSION
34541,0,12 November 2019,18:28:56,18:29:12,16,00:00:00,00:00:00,0,TALI
34542,0,12 November 2019,18:45:32,18:45:44,12,00:00:00,00:00:00,0,IDIT
34543,0,12 November 2019,19:23:58,19:24:09,11,00:00:00,00:00:00,0,BENSION
34544,0,12 November 2019,19:43:12,19:43:23,11,00:00:00,00:00:00,0,ZOHARI
34545,0,12 November 2019,20:39:38,20:39:51,13,00:00:00,00:00:00,0,IDIT
34546,0,12 November 2019,21:32:16,21:32:29,13,00:00:00,00:00:00,0,IDIT
34547,0,12 November 2019,21:52:03,21:52:13,10,00:00:00,00:00:00,0,SHLOMO
34548,0,12 November 2019,22:24:52,22:25:03,11,00:00:00,00:00:00,0,BENSION
34549,0,12 November 2019,22:49:46,22:49:57,11,00:00:00,00:00:00,0,NO_SERVER
34550,0,12 November 2019,23:22:10,23:22:29,19,00:00:00,00:00:00,0,BENSION
34551,0,13 November 2019,00:10:39,00:11:14,35,00:00:00,00:00:00,0,NO_SERVER
34552,0,13 November 2019,07:11:40,07:11:52,12,00:00:00,00:00:00,0,TOVA
34553,1,13 November 2019,07:47:35,07:47:40,5,07:47:40,07:48:51,71,YITZ
34554,0,13 November 2019,08:11:26,08:11:37,11,00:00:00,00:00:00,0,SHARON
34555,0,13 November 2019,08:36:26,08:36:38,12,00:00:00,00:00:00,0,KAZAV
34556,2,13 November 2019,08:47:52,08:47:58,6,08:47:58,08:48:13,15,TOVA
34557,0,13 November 2019,09:01:54,09:02:08,14,00:00:00,00:00:00,0,GILI
34558,0,13 November 2019,09:15:37,09:15:47,10,00:00:00,00:00:00,0,TOVA
34559,0,13 November 2019,09:31:29,09:31:42,13,00:00:00,00:00:00,0,DORIT
34560,2,13 November 2019,09:38:40,09:38:46,6,09:38:46,09:40:12,86,IDIT
34561,0,13 November 2019,09:47:02,09:47:11,9,00:00:00,00:00:00,0,YITZ
34562,2,13 November 2019,10:01:33,10:01:38,5,10:01:38,10:02:22,44,GILI
34563,0,13 November 2019,10:15:34,10:15:43,9,00:00:00,00:00:00,0,IDIT
34564,0,13 November 2019,10:27:16,10:27:27,11,00:00:00,00:00:00,0,IDIT
34565,0,13 November 2019,10:36:39,10:36:49,10,00:00:00,00:00:00,0,KAZAV
34566,2,13 November 2019,10:46:24,10:46:29,5,10:46:29,10:46:46,17,TOVA
34567,0,13 November 2019,11:02:29,11:02:41,12,00:00:00,00:00:00,0,ELI
34568,0,13 November 2019,11:14:10,11:14:21,11,00:00:00,00:00:00,0,IDIT
34569,0,13 November 2019,11:26:48,11:26:55,7,00:00:00,00:00:00,0,NO_SERVER
34570,0,13 November 2019,11:42:49,11:42:55,6,00:00:00,00:00:00,0,NO_SERVER
34571,0,13 November 2019,12:00:34,12:00:43,9,00:00:00,00:00:00,0,GILI
34572,0,13 November 2019,12:16:21,12:16:31,10,00:00:00,00:00:00,0,SHARON
34573,0,13 November 2019,12:28:35,12:28:47,12,00:00:00,00:00:00,0,TOVA
34574,0,13 November 2019,12:40:43,12:40:55,12,00:00:00,00:00:00,0,GILI
34575,0,13 November 2019,13:06:53,13:07:03,10,00:00:00,00:00:00,0,DORIT
34576,0,13 November 2019,13:31:38,13:31:52,14,00:00:00,00:00:00,0,YIFAT
34577,2,13 November 2019,13:45:45,13:45:51,6,13:45:51,13:45:55,4,DORIT
34578,0,13 November 2019,14:02:32,14:02:42,10,00:00:00,00:00:00,0,KAZAV
34579,0,13 November 2019,14:18:04,14:18:13,9,00:00:00,00:00:00,0,DORIT
34580,0,13 November 2019,14:31:42,14:31:52,10,00:00:00,00:00:00,0,KAZAV
34581,0,13 November 2019,14:42:22,14:42:32,10,00:00:00,00:00:00,0,YIFAT
34582,1,13 November 2019,14:53:15,14:53:21,6,14:53:21,14:55:11,110,MORIAH
34583,1,13 November 2019,15:08:52,15:08:58,6,15:08:58,15:10:06,68,NO_SERVER
34584,1,13 November 2019,15:18:59,15:19:04,5,15:19:04,15:20:04,60,IDIT
34585,0,13 November 2019,15:30:23,15:30:32,9,15:30:32,15:35:41,309,KAZAV
34586,2,13 November 2019,15:44:14,15:44:20,6,15:44:20,15:45:04,44,MORIAH
34587,0,13 November 2019,15:54:43,15:54:54,11,00:00:00,00:00:00,0,YIFAT
34588,0,13 November 2019,16:09:18,16:09:26,8,00:00:00,00:00:00,0,MORIAH
34589,0,13 November 2019,16:45:09,16:45:22,13,00:00:00,00:00:00,0,NO_SERVER
34590,2,13 November 2019,17:12:02,17:12:07,5,17:12:07,17:12:20,13,AVNI
34591,2,13 November 2019,17:31:45,17:31:50,5,17:31:50,17:32:53,63,DARMON
34592,0,13 November 2019,17:56:57,17:57:08,11,00:00:00,00:00:00,0,YIFAT
34593,1,13 November 2019,18:13:17,18:13:23,6,18:13:23,18:13:46,23,YIFAT
34594,2,13 November 2019,18:37:54,18:37:59,5,18:37:59,18:39:38,99,ANAT
34595,0,13 November 2019,19:00:47,19:00:57,10,00:00:00,00:00:00,0,AVNI
34596,2,13 November 2019,19:22:04,19:22:10,6,19:22:10,19:22:57,47,DARMON
34597,0,13 November 2019,19:53:00,19:53:18,18,00:00:00,00:00:00,0,BENSION
34598,0,13 November 2019,20:15:04,20:15:13,9,00:00:00,00:00:00,0,DARMON
34599,0,13 November 2019,20:35:28,20:35:47,19,00:00:00,00:00:00,0,DARMON
34600,0,13 November 2019,20:50:39,20:50:49,10,00:00:00,00:00:00,0,NO_SERVER
34601,2,13 November 2019,21:02:09,21:02:15,6,21:02:15,21:03:19,64,NO_SERVER
34602,0,13 November 2019,21:42:02,21:42:12,10,00:00:00,00:00:00,0,AVNI
34603,1,13 November 2019,22:10:58,22:11:03,5,22:11:03,22:13:25,142,NO_SERVER
34604,2,13 November 2019,22:37:51,22:37:56,5,22:37:56,22:40:38,162,BENSION
34605,0,13 November 2019,23:14:54,23:15:04,10,00:00:00,00:00:00,0,BENSION
34606,0,13 November 2019,23:35:25,23:35:33,8,00:00:00,00:00:00,0,NO_SERVER
34607,0,14 November 2019,07:03:49,07:03:57,8,00:00:00,00:00:00,0,MORIAH
34608,0,14 November 2019,07:59:51,08:00:03,12,00:00:00,00:00:00,0,SHARON
34609,0,14 November 2019,08:20:34,08:20:47,13,00:00:00,00:00:00,0,ZOHARI
32019,0,14 November 2019,08:42:40,08:42:54,14,00:00:00,00:00:00,0,YIFAT
34611,0,14 November 2019,08:50:33,08:50:46,13,00:00:00,00:00:00,0,YIFAT
34612,0,14 November 2019,09:08:12,09:08:24,12,00:00:00,00:00:00,0,MORIAH
34613,0,14 November 2019,09:28:16,09:28:27,11,00:00:00,00:00:00,0,ZOHARI
34614,0,14 November 2019,09:42:56,09:43:10,14,00:00:00,00:00:00,0,YIFAT
34615,0,14 November 2019,09:51:58,09:52:10,12,00:00:00,00:00:00,0,ZOHARI
34616,0,14 November 2019,10:03:27,10:03:36,9,00:00:00,00:00:00,0,IDIT
34617,0,14 November 2019,10:19:23,10:19:34,11,00:00:00,00:00:00,0,GILI
34618,0,14 November 2019,10:30:03,10:30:16,13,00:00:00,00:00:00,0,AVNI
34619,0,14 November 2019,10:43:27,10:43:39,12,00:00:00,00:00:00,0,NO_SERVER
34620,0,14 November 2019,10:56:27,10:56:39,12,00:00:00,00:00:00,0,MORIAH
34621,0,14 November 2019,11:10:04,11:10:19,15,00:00:00,00:00:00,0,IDIT
34622,2,14 November 2019,11:19:05,11:19:11,6,11:19:11,11:19:43,32,GILI
34623,0,14 November 2019,11:34:41,11:34:50,9,00:00:00,00:00:00,0,GILI
34624,2,14 November 2019,11:47:49,11:47:54,5,11:47:54,11:48:30,36,MORIAH
34625,0,14 November 2019,12:05:35,12:05:48,13,00:00:00,00:00:00,0,AVNI
34626,2,14 November 2019,12:20:12,12:20:17,5,12:20:17,12:21:16,59,IDIT
34627,0,14 November 2019,12:32:22,12:32:32,10,00:00:00,00:00:00,0,GILI
34628,2,14 November 2019,12:51:28,12:51:33,5,12:51:33,12:51:53,20,SHARON
34629,0,14 November 2019,13:05:00,13:05:13,13,00:00:00,00:00:00,0,YIFAT
34630,0,14 November 2019,13:20:51,13:21:02,11,00:00:00,00:00:00,0,AVNI
34631,0,14 November 2019,13:41:46,13:41:57,11,00:00:00,00:00:00,0,ZOHARI
34632,2,14 November 2019,13:55:23,13:55:28,5,13:55:28,13:56:09,41,SHARON
34633,0,14 November 2019,14:11:55,14:12:04,9,14:12:04,14:15:06,182,SHARON
34634,0,14 November 2019,14:25:12,14:25:21,9,00:00:00,00:00:00,0,YIFAT
34635,0,14 November 2019,14:36:52,14:37:01,9,14:37:01,14:37:18,17,NO_SERVER
34636,0,14 November 2019,14:46:30,14:46:39,9,00:00:00,00:00:00,0,AVNI
34637,2,14 November 2019,14:57:14,14:57:19,5,14:57:19,14:57:25,6,NO_SERVER
34638,2,14 November 2019,15:03:59,15:04:04,5,15:04:04,15:06:37,153,AVIDAN
34639,2,14 November 2019,15:16:27,15:16:33,6,15:16:33,15:17:00,27,AVIDAN
34640,2,14 November 2019,15:26:48,15:26:54,6,15:26:54,15:27:59,65,AVIDAN
34641,2,14 November 2019,15:36:24,15:36:29,5,15:36:29,15:38:39,130,NO_SERVER
34642,2,14 November 2019,15:44:59,15:45:04,5,15:45:04,15:47:40,156,ZOHARI
34643,1,14 November 2019,15:58:54,15:58:59,5,15:58:59,15:59:11,12,NO_SERVER
34644,2,14 November 2019,16:07:11,16:07:17,6,16:07:17,16:08:11,54,ELI
34645,0,14 November 2019,16:15:16,16:15:26,10,16:15:26,16:17:41,135,NO_SERVER
34646,0,14 November 2019,16:23:51,16:24:01,10,16:24:01,16:26:02,121,YITZ
34647,1,14 November 2019,16:34:09,16:34:14,5,16:34:14,16:36:09,115,AVIDAN
34648,0,14 November 2019,16:45:10,16:45:20,10,00:00:00,00:00:00,0,BASCH
34649,0,14 November 2019,16:56:56,16:57:10,14,00:00:00,00:00:00,0,YITZ
34650,2,14 November 2019,17:11:37,17:11:43,6,17:11:43,17:12:22,39,BASCH
34651,0,14 November 2019,17:26:03,17:26:13,10,17:26:13,17:26:31,18,BASCH
